cleaned_text,aspect,sentiment
mereka adalah kebanggaan kita semua yang akan mengibarkan merah putih dengan penuh rasa hormat selamat bertugas di ikn anak anak hebat,Irrelevant,
ikn akan menjanjikan masa depan emas bagi bangsa indonesia,Irrelevant,
acara 4tahunan yg katanya buat pembinaan peningkatan kualitas atlit tp duitnya lebih banyak buat bikin cagar budaya daripada buat cabor atlitnya dikorupsi juga mending gak usah di gilir tapi cari yang udah lengkap fasilitasnya atau bikin di ikn biar gak dibilang jawasentris,Irrelevant,
bersedia ditempatkan di seluruh indonesia termasuk ikn dan tidak mengajukan pindah ke instansi lain dengan alasan pribadi selama 10 tahun kalo 5 tahun aja gaboleh ya,Irrelevant,
kementerian pelancongan seni dan budaya motac melalui perbadanan kemajuan kraftangan malaysia meraikan seramai 87 graduan sempena istiadat konvokesyen institut kraf negara ikn ke 22,Irrelevant,
ikn bau kebanggaaan bangsa kita bangga,Irrelevant,
juli juli g ad lgi nalarmu selain brfikr hnya utk ikn jd mntri itu sngt luas skali mngenai kehidupn msyrkt yg hrs dibenahi sy g bgtu yakin smpe akhr periode prabowo pun ikn blm akn slesai liht sj nnti,Irrelevant,
sungguh kasihan yang buat status ini minim literasi kelihatan busuk hati mau mencari apapun kesalahan pada upacara di ikn mending hapus deh daripada makin malu,Irrelevant,
naaaah gini dong bahas kupas kritik dan kasi masukan supportif soal program utama itu ga bahas ikn demo najwa 16 bokep anak abah kalah melulu tapi kok cuma segini kualitas n kuantitasnya,Irrelevant,
usai tuai polemik paskibraka putri kembali pakai jilbab saat pengibaran bendara di ikn,Irrelevant,
maaf buat bapak yg punya tanah semoga kesabaran bapak di berikannberkah oleh allah ta ala maaf kami tidak bisa bantu semoga kelak anak anak bapak jd anak sukses saya sendiri kurang suka sama ikn karna prosesnya investasi juga masih jauh blm nampak keyakinan menipis,Irrelevant,
karya ikn ini menjadi tanda tanya besar dan tantangan kritik juga bagi semua kalangan arsitek dan juga redefinisi arsitektur nusantara grand design kecenderungan mendekati arsitektur fasisme tp bukan fasis yang mensimbolkan sesuatu untuk mengagungkan pemerintah idk,Irrelevant,
sebenernya hal gini ga perlu diributin dan disangkutpautin ke ikn pemikiranmu terlalu kaku,Irrelevant,
katanya bau kolonial knp tidak diselenggarakan di ikn benci kolonial tp lerilakunya spt kolonial assuuu kon,Irrelevant,
semangat baru di ikn nusantara inspirasi untuk seluruh nusantara,Irrelevant,
saya izin boleh bertanya kak di pemerintahan kabupaten di dekat rumah saya kan buka formasi cpns untuk s1 dan formasi jurusan saya ada disitu kak nah mnrt kakak kakak lebih pilih cpns di pemerintahan kabupaten yg dekat rumah atau di ikn atau kementrian pusat kak,Irrelevant,
anak bangsa di adu domba boneka made in china uighurisasi masif di ikn upacara bendera pertama di lakukan menggunakan agama nusantara jilbab di larang dampak pasukan munafikun pengadu domba muslim islam di adundomba budaya modus komunis mengadu domba agama,Irrelevant,
kyai sudah tahu ada anggota paskibra di acara 17 agustus di ikn yang disuruh lepas jilbab,Irrelevant,
makin skeptis sama ikn these whole city reeks of kejawen dan jawirisme wtf intinya emang mungkin definisi indonesia values yang kita pegang selama ini ya top down abis cuma malu malu,Irrelevant,
masak sudah lihat paskibra di ikn parpol gak bisa balik kanan,Irrelevant,
full jokowi resmikan sumbu kebangsaan di ikn ruang terbuka simbol keharmonisan,Irrelevant,
halo kalo penelitian berkedok tugas ini berhasil nnti ak direkrut sm orng ikn,Irrelevant,
warisan kolonial fakta ikn kebanggaan bangsa,Irrelevant,
karena ada kkn amp ikn,Irrelevant,
di youtube pun sudah banyak konten ttg progress pembangunan ikn,Irrelevant,
pemujanya bener g punya otak y suruh mereka aja huni ikn jgn cuma influence doang,Irrelevant,
ikn pasti sukses sebagai bangsa indonesia kita bangga akan ikn dan mendoakan kesuksesan ikn,Irrelevant,
daftar nama nama paskibraka 38 provinsi di indonesia 17 agustus 2024 di ikn,Irrelevant,
jokowi akui kesulitan pindahkan asn ke ikn semua harus berhitung,Irrelevant,
ikn sangat berbahaya bagi bangsa dn negara kita,Irrelevant,
orang ini ingin menghapus kolonialisme belanda dengan membangun kolonialisme yang dibuatnya di ikn supaya menjadi sejarah anak cucunya,Irrelevant,
di surabaya tepatnya di pagar kantor gubernur jatim ada hiasan karya seni dr nyoman nuarta jg yg menggambarkan aneka seni jatim bentuknya g jauh beda dg sayap burung ikn apkh krn kurang paham seni shg sy g tertarik pd karya nyoman nuarta di pagar kantor gub jatim tsb,Irrelevant,
dari foto aja udah keliatan kalo ini ikn sekelas kabupaten dari kualitas infrastruktur nya,Irrelevant,
next time yg pake atribut begituan gak usah repot2 dibawa ke ikn lagi mending jadi anggota upcara di pesantren aja beres masalah kecil dibuat gede aduhhh,Irrelevant,
bisa krn dipaksakan hmm gimana ya bilangnya mgkn blm sempurna gitu lho idenya atau anggarannya yang ga sesuai rab kasian bpknya gara² ikn jd dihujat krn dr awal sayembaranya desain bangunan ya kualifikasinya kudu arsitek gitu nah bapaknya bs ngisi utk artworknya,Irrelevant,
bukankah mrk influencer yg hadir di ikn kmaren abaikan lebih berpahala,Irrelevant,
pelajar dan tenaga pengajar institut kraf negara ikn terlibat sebagai sukarelawan pelancongan sempena festival permainan malaysia kuala lumpur fpm 2024 yang diadakan pada 14 hingga 16 september 2024 di dataran merdeka,Irrelevant,
mana ada statemen tokoh luar yang mengagumi ikn ini model2 omongan kaum iq 78 yg gampang ternganga mulutnya dikibulin jokowi aja bangun yg kaya gitu di negara maju udah biasa apanya yg musti dikagumi,Irrelevant,
alhamdulillah ikn tunggu aku bismillah lolos cpns 2024 aamiin,Irrelevant,
masi ada backing pengusaha yg support ikn sama rakyat low education yang kurang terekspos issue ini ditambah karakter yang calm jarang reaktif tiap keputusannya there is a lot mystery for his next step mau jalanin pion yang mana atau pake kartu mana lagi,Irrelevant,
ada gurbernur jawa barat 2018 sd 2023 tapi yg di urus cuma bandung doang tahun 2024 nya bikin konten di ikn bersama jokowi,Irrelevant,
the way bapak gue nyuruh kerja di dep gizi ngurus makan siang gratis meanwhile anaknya sangat kontra dengan program itu dan forever hate ikn dan antek2nya,Irrelevant,
buzzer memang bego2 sih pdhl ikn udah jd bahan ledekan org luar tp para buzzer ini belum sadar2 juga susah memang kaum 58 ini,Irrelevant,
org gapaham kondisi kalo mau gt ya itu mah daerah kosong aja pak sono ke ikn ini jakarta udh kebentuk sejak doeloe lu tinggal terusin integrasi trasum dan bangun rusun ehiya lu kan cuma jago imajinasi ya,Irrelevant,
indonesia setelah merdeka terus mendapatkan tekanan dari berbagai pihak hingga anak aslipun dijadikan antek oleh para imigran kembali pakai sistem monopoli hingga pak jokowi jadi presiden berusaha menata kembali indonesia yg tercacah dgn didirikannya ikn sbg jati diri bangsa,Irrelevant,
yang sy khawatirkan jika hatinya dikunci akhirnya membatu krn penyakit fisik biasanya tjd krn psikisnya terganggu adakah yg melihat wajah mulyono saat 17 an di ikn bibirnya tdk proposional satu sisi turun ke bawah dan skrg kalau berbicara jg sprt itu sakit apakah,Irrelevant,
tugas standar tapi penting bagi masa depan ikn,Irrelevant,
arsitek ikn lulusan univ institut mana siapa yg tunjuk dia jadi perancang ikn pasti si mulyono ya,Irrelevant,
gak mau ikut komen kalo perihal paskib yg di ikn kadang kalo deg degan jg bisa salah,Irrelevant,
gara2 ikn laknat mulyono lah otak kerusakan bangsa ini,Irrelevant,
daftar paskibraka yang akan bertugas pada upacara hut ke 79 ri di ikn berikut rinciannya,Irrelevant,
kapolres karawang optimis ikn jadi titik awal wujudkan indonesia emas 2045,Irrelevant,
semua akan menjilat pada waktunya elitenya udah bentar lagi kita akan liat kader bawah puji2 ikn,Irrelevant,
enggak lah memang dah lama soal itu jauh sblm ikn ada coba baca2 lagi yg jelas masih banyak orang gak sadar soal potensi megathrust ini bahkan mengabaikan,Irrelevant,
feminis anti islam rupanya sengaja dikirim ke ikn supaya senang dapat jabatan,Irrelevant,
ada yg spesifik langsung disebut ikn ada yg cuma bersedia di tempatkan di negara kesatuan republik indonesia kak,Irrelevant,
seminar daring iampi dan otorita ikn strategi di balik megaproyek nusantara,Irrelevant,
ridwan kamil memutuskan untuk rehat usai kalah dalam pilkada jakarta 2024 ia menyatakan akan kembali fokus pada keluarga dan aktivitas lain seperti menjadi dosen arsitek serta kurator pembangunan ikn rk menegaskan pengabdiannya kepada masyarakat tidak selalu harus melalui,Irrelevant,
gue gak kebayang kl jadi lolos cpns ke ikn sebanyak apa i miss you yang akan ku layangkan masa berdoa gak keterima,Irrelevant,
ikn ada karena syahwat kekuasaan diramein oleh jilatan² buzzer yang terdiri dr manusia biru merah tanah² ikn jd hidup mereka,Irrelevant,
duh maaf kak saya gak hapal soalnya skimming aja nyari yg sesuai jurusan barusan saya cek di ikn ada beberapa lowongan yg bukan cuma satpol pp atau petugas damkar kak karena kalau dua itu perlu syarat sertifikat dah coba cek di web sscasn kak,Irrelevant,
ikn mengucapkan setinggi tinggi tahniah kepada yang berusaha profesor dr tan awang besar rektor akademi seni budaya dan warisan kebangsaan aswara atas pemberian gelaran profesor pada 25 november 2024,Irrelevant,
luar biasa indonesia mempunyai 2 ikn hanya indonesia yg mampu,Irrelevant,
sangat bersejarah bendera dan teks proklamasi diarak menuju ibu kota negara ikn kolaborasi antara keindahan seni teknologi arsitektur dan hutang,Irrelevant,
gak ke ikn pak hasil karyamu itu doang kan,Irrelevant,
setuju abaaang nanti bolehin bolos ke kantin waktu mapel kan demi gizi yang terpenuhi itu pengen gabung paskib biar ngerasa ngibar bendera di ikn,Irrelevant,
mantap ikn harapan bangsa indonesia,Irrelevant,
org gapaham kondisi kalo mau gt ya itu mah daerah kosong aja pak sono ke ikn ini jakarta udh kebentuk sejak doeloe lu tinggal terusin integrasi trasum dan bangun rusun ehiya lu kan cuma jago imajinasi ya,Irrelevant,
klhk ada yg tertera wilayahnya jg sih dan aku malah mau ambil formasi yg itu wkwk aku pribadi cuma mau ambil diantara bpom sama klhk sebenernya ada kemenag juga loh cuma ada point bersedia ditempatkan di ikn wkwkwk,Irrelevant,
buat para buzzerr dan influencer yeayyyy dan ikn kita yang luar biasa,Irrelevant,
bersama kita wujudkan ikn sebagai simbol persatuan dan kemajuan bangsa,Irrelevant,
sy tdk menyangka bakal tertarik ke diskursus soal ikn lagi wkwkw,Irrelevant,
panggil artis2 ke ikn bisa masak modal tambang buat anaknya nggak bisa,Irrelevant,
resiko jd abang emg dituntut sekuat gapura ikn pdhl kita juga masih di proses dalam membentuk diri satu hal yg ga kalah penting sayangi adik km ya bentuklah dia dengan hal positif yang kamu bangun,Irrelevant,
ikn lebih penting dari guru guru iq gorilla,Irrelevant,
ikn itu simbol kebangkitan bangsa indonesia apa tdk malu mengaku bangsa yg besar tapi istana negaranya saja masih gunakan bangunan peninggalan kolonial jokowi persembahkan peradaban baru sekaligus mengangkat harkat bangsa indonesia melepas ketergantungan kpd simbol2 kolonial,Irrelevant,
kalau kemarin penempatan ikn di kalteng bakal tunduk juga bang kemarin kan karena transmigran yang berbuat makanya berani gitu,Irrelevant,
kalian berdua harusnya kmrn ikut paskib di ikn pas 17an kalian tinggi2 lagi adik2,Irrelevant,
orang dayak lihat orang madura ke ikn,Irrelevant,
cerdas level ikn ya begini rendah dan hina upilin aja dah,Irrelevant,
gak selesai ya ikn di akhir jabatan nafsu besar tenaga kurang ijasah gak jelas kah,Irrelevant,
doanya harus spesifik ya allah permudah jalanku jadi pns tapi kalau bisa jangan penempatan di ikn,Irrelevant,
atuhlah padahal ikn banyak dihujat ini ditambahin berawal dari imajinasi wkwk makin jelek dah,Irrelevant,
direktur pengelola ikn raih penghargaan mayer saya dedikasikan untuk tim,Irrelevant,
ikn demi kejayaan bangsa,Irrelevant,
cadas nih jawaban bang hendri satrio saat silfester menyuruhnya pergi ke ikn kan saya bukan influencer saya ini akademisi pak jokowi itu lebih percaya influencer daripada akademisi kerennnnnnnn,Irrelevant,
juga seluruh anggota ikn,Irrelevant,
kalau daftar di ikn nnti tesnya di kalimantan atau sesuai domisili ya,Irrelevant,
luas ikn lebih besar dari jaman peradaban,Irrelevant,
2029 nanti dia mendirikan kantor advokat di ikn,Irrelevant,
krn ikn tdk untuk rakyat pribumi check out jufala s video,Irrelevant,
progres pembangunan ikn terus menunjukan hasil positif putri kw lgbt paes berani paus innalillahi verdonk yasmin australia yasmin arab saudi,Irrelevant,
tiba2 kepikiran kalau ini lolos cpns trs diminta pindah ikn kek mana yaaa wkwkwk,Irrelevant,
sampai disini faham kan ikn dibangun untuk siapa,Irrelevant,
org cerdas sllu melihat kebelakang utk pembelajaran ke masa depan bukankah masa lalu adalah cerminan masa depan itulah kl ada manusia cm mau liat masa depan berarti org bodoh dn keenakan ngejilat dia lupa negri ini sprt skrg krn perjuangan masa lalu bpk ikn heehee bpk ngibul iye,Irrelevant,
selamat dan sukses ya dik adik paskibra dikota baru ikn nusantara,Irrelevant,
digital berkelanjutan yudhoyono di nusantara harimurti oikn sekitar masyarakat ikn kemampuan meningkatkan ikn raffi ibu kota norak program agus melalui pelatihan,Irrelevant,
biarkan memang lagi di pertontonkan karakter asli rejim melalui ikn,Irrelevant,
ikn menjelang hut ri ke 79 persiapan tim medis hingga pengukuhan paskibraka,Irrelevant,
infrastruktur maju tuh yg dimana infrastruktur macam apa maju kemana ke ikn,Irrelevant,
usul jadikan bekal sebelum berangkat ke ikn kecuali bukan usia subur lagi,Irrelevant,
pembangunan ikn wujud nyata menuju indonesia yang kuat dan mandiri,Irrelevant,
ada hasrat ingin mempublish studi kasus mengenai ikn tapi males dirujak buzzer,Irrelevant,
eh pengen dah cpns di ikn tp ongkir syopi mahal,Irrelevant,
lucu kalau dia merasa orang yg paling ber imajinasi kita maklum dia seorang arsitek tapi kenapa harus bawa2 ikn lalu dimana hasil imajinasi rk di jabar atau bandung,Irrelevant,
dari dulu udah aku tulis efek makan bergizi utk kecerdasan itu next to nothing fakta anak2 org negara kaya yg makannya bergizi tdk semua cerdas makan bergizi mcm apa dgn 10rb pax duit setara bangun ikn tiap tahun bakal hanya menuh2in septic tank doang,Irrelevant,
ayo dong lulusan univ yang dianggap antah barantah ini ingin menguji wawasan u yang mengklaim sudah malang melintang di italia dan malaysia pecundang politik yang u mention ini hanya ingin berdiskusi soal ikn seperti kalim yang u ajukan can we,Irrelevant,
kayaknya bisa deh ini kalau skripsinya perhutanan kota ikn wkwkwk empuk banget lagi asbun pol,Irrelevant,
ough jadi 2024 klo mau dpt kerja 1 jadi anak 2 jadi buzzer 3 jadi penjilat trus klo mau di ajak jln² ke ikn hrs jadi konten kreator gtu yaa,Irrelevant,
ada yang punya template surat lamaran cpns ikn,Irrelevant,
kasian amat orang ga paham seni jadi opini lo jelek begini makanya berkunjung ke galeri nuart sculpture di bandung jangan foto foto doang mampir ke workshopnya biar tau apa aja yg beliau kerjain lagian proyek ikn cuma sampingan doang kok,Irrelevant,
intelek n orang pintar bagi 2 nama orang ini foto kalau gak tahu gak usah buat status malu2in sebagai orang yg sudah dikenal orang 2 ini kelihatannya pintar tapi kosong isi kepalanya baca statusnya 1 sok tau soal guru honorer n 1 soal duit ikn buat sekolah dll lucu kalian,Irrelevant,
ikn itu banyak unsur kleniknya biasanya jin kafir tidak senang yang berbau islam mereka kepanasan melihatnya,Irrelevant,
gak sia² pergaulannya dgn para artis aktor silit ikn,Irrelevant,
orang ini kayaknya sudah tak tahan nafsu syahwatnya prediksi ikn aja gak becus kok banyak omong,Irrelevant,
bpip unggah video gladi bersih paskibraka di ikn ada yang berjilbab,Irrelevant,
akan keluar peraturan penerimaan asn di ikn asn wajib mencium bau ketek anak² mulyono,Irrelevant,
silfester katanya mas katanya advokat tapi belum ada asosiasi advokat yang mengakui memiliki namanya sebagai anggota juga tidak ada catatan sumpah advokat di pengadilan negeri mana mungkin nanti di ikn,Irrelevant,
komen komennya lebih seru karena jadi tau perspektif orang yang awam di konstruksi ku nda komen soal desain ikn ya peace,Irrelevant,
fisip upnvj gelar kuliah umum bahas masa depan jakarta setelah ibu kota pindah ke ikn,Irrelevant,
kan bikin konten di ikn,Irrelevant,
infografik progres pembangunan infrastruktur dasar di ikn,Irrelevant,
konten wajib ikn,Irrelevant,
ini utk menambah wawasan ttg ikn dlm opini rudi s kamri,Irrelevant,
nyari f yg bisa diajak berfantasi di sekitar ikn balikpapan serius dm aja,Irrelevant,
di ikn yg demo lebih serem lagi langsung suku dayak,Irrelevant,
hadeeehhhh sudah dongo dunguu pula semua kebodohan di embat semua ikn itu singkatan dari ibu kota negara bukan ibu kota nusantara jadi klo mau disebut dengan lengkap ikn indonesia artinya ibu kota negara indonesia yang namanya nusantara,Irrelevant,
disisi ini kita bisa sepakat klu ikn itu karya anak bangsa dan jakarta bogor itu eks kolonial tetapi prilaku kita msh tetap kolonial bangsa kolonial itu hanya bertujuan utk dirinya sendiri dan kroninya trus mana yg lebih kolonial,Irrelevant,
di jakarta mah kalo cuma mau nyalon boleh mau kapster cewe cowo cwk ato cwk kita ada semuanya tapi kalo mau mimpin kota jabar aja kaga beres ikn aja sana gitu,Irrelevant,
